eco,white_elo,black_elo,result,elo_difference,eco_cat,white_player,black_player
 B31,2500,2535, 0-1,-35,B20 - B99,Player 4073_white,Player 4073_black
 B45,2500,2495, 1-0,5,B20 - B99,Player 4074_white,Player 4074_black
 A10,2500,2495, 1/2-1/2,5,A00 - A39,Player 4075_white,Player 4075_black
 B52,2500,2510, 1/2-1/2,-10,B20 - B99,Player 4076_white,Player 4076_black
 C16,2500,2535, 0-1,-35,C00 - C19,Player 4077_white,Player 4077_black
 C96,2470,2595, 1/2-1/2,-125,C20 - C99,Player 4078_white,Player 4078_black
 B31,2500,2510, 0-1,-10,B20 - B99,Player 4079_white,Player 4079_black
 A05,2470,2470, 1/2-1/2,0,A00 - A39,Player 4080_white,Player 4080_black
 D91,2460,2470, 1/2-1/2,-10,D70 - D99,Player 4081_white,Player 4081_black
 A21,2510,2485, 1/2-1/2,25,A00 - A39,Player 4082_white,Player 4082_black
 E70,2460,2485, 1/2-1/2,-25,E60 - E99,Player 4083_white,Player 4083_black
 C96,2465,2495, 1-0,-30,C20 - C99,Player 4084_white,Player 4084_black
 C63,2465,2495, 1/2-1/2,-30,C20 - C99,Player 4085_white,Player 4085_black
 E70,2495,2465, 1/2-1/2,30,E60 - E99,Player 4086_white,Player 4086_black
 A48,2495,2485, 1/2-1/2,10,A45 - A49,Player 4087_white,Player 4087_black
 C03,2485,2470, 1/2-1/2,15,C00 - C19,Player 4088_white,Player 4088_black
 A46,2505,2485, 0-1,20,A45 - A49,Player 4089_white,Player 4089_black
 A05,2485,2505, 1/2-1/2,-20,A00 - A39,Player 4090_white,Player 4090_black
 A42,2485,2450, 1-0,35,A40 - A44,Player 4091_white,Player 4091_black
 A48,2540,2505, 1-0,35,A45 - A49,Player 4092_white,Player 4092_black
 A48,2510,2440, 1/2-1/2,70,A45 - A49,Player 4093_white,Player 4093_black
 A04,2425,2510, 0-1,-85,A00 - A39,Player 4094_white,Player 4094_black
 C77,2510,2505, 1-0,5,C20 - C99,Player 4095_white,Player 4095_black
 A11,2505,2525, 0-1,-20,A00 - A39,Player 4096_white,Player 4096_black
 A05,2600,2505, 1/2-1/2,95,A00 - A39,Player 4097_white,Player 4097_black
 A42,2520,2365, 1-0,155,A40 - A44,Player 4098_white,Player 4098_black
 D85,2365,2520, 1/2-1/2,-155,D70 - D99,Player 4099_white,Player 4099_black
 C86,2520,2565, 1/2-1/2,-45,C20 - C99,Player 4100_white,Player 4100_black
 C48,2565,2520, 1/2-1/2,45,C20 - C99,Player 4101_white,Player 4101_black
 B66,2535,2520, 1/2-1/2,15,B20 - B99,Player 4102_white,Player 4102_black
 E10,2550,2505, 1-0,45,E00 - E59,Player 4103_white,Player 4103_black
 A16,2505,2450, 1-0,55,A00 - A39,Player 4104_white,Player 4104_black
 A48,2520,2570, 1/2-1/2,-50,A45 - A49,Player 4105_white,Player 4105_black
 E60,2500,2485, 1-0,15,E60 - E99,Player 4106_white,Player 4106_black
 D30,2545,2520, 1/2-1/2,25,D00 - D69,Player 4107_white,Player 4107_black
 D30,2545,2520, 1/2-1/2,25,D00 - D69,Player 4108_white,Player 4108_black
 E10,2545,2540, 1/2-1/2,5,E00 - E59,Player 4109_white,Player 4109_black
 A40,2540,2495, 1/2-1/2,45,A40 - A44,Player 4110_white,Player 4110_black
 A11,2510,2535, 1-0,-25,A00 - A39,Player 4111_white,Player 4111_black
 A10,2525,2525, 1/2-1/2,0,A00 - A39,Player 4112_white,Player 4112_black
 E60,2525,2495, 1/2-1/2,30,E60 - E99,Player 4113_white,Player 4113_black
 B50,2495,2535, 1-0,-40,B20 - B99,Player 4114_white,Player 4114_black
 E47,2525,2495, 1-0,30,E00 - E59,Player 4115_white,Player 4115_black
 E46,2525,2550, 1-0,-25,E00 - E59,Player 4116_white,Player 4116_black
 E15,2535,2535, 1/2-1/2,0,E00 - E59,Player 4117_white,Player 4117_black
 E15,2595,2525, 0-1,70,E00 - E59,Player 4118_white,Player 4118_black
 D11,2525,2500, 1-0,25,D00 - D69,Player 4119_white,Player 4119_black
 E20,2525,2595, 1/2-1/2,-70,E00 - E59,Player 4120_white,Player 4120_black
 D10,2551,2485, 1-0,66,D00 - D69,Player 4121_white,Player 4121_black
 A46,2485,2551, 1/2-1/2,-66,A45 - A49,Player 4122_white,Player 4122_black
 B66,2612,2545, 1/2-1/2,67,B20 - B99,Player 4123_white,Player 4123_black
 D12,2545,2450, 1/2-1/2,95,D00 - D69,Player 4124_white,Player 4124_black
 E48,2513,2501, 0-1,12,E00 - E59,Player 4125_white,Player 4125_black
 E15,2497,2513, 0-1,-16,E00 - E59,Player 4126_white,Player 4126_black
 D10,2513,2443, 1-0,70,D00 - D69,Player 4127_white,Player 4127_black
 D12,2513,2497, 1/2-1/2,16,D00 - D69,Player 4128_white,Player 4128_black
 E41,2606,2516, 1-0,90,E00 - E59,Player 4129_white,Player 4129_black
 D70,2497,2248, 0-1,249,D70 - D99,Player 4130_white,Player 4130_black
 E33,2420,2497, 1/2-1/2,-77,E00 - E59,Player 4131_white,Player 4131_black
 A46,2497,2561, 0-1,-64,A45 - A49,Player 4132_white,Player 4132_black
 E12,2505,2560, 1-0,-55,E00 - E59,Player 4133_white,Player 4133_black
 C41,2560,2565, 1/2-1/2,-5,C20 - C99,Player 4134_white,Player 4134_black
 C96,2595,2560, 1/2-1/2,35,C20 - C99,Player 4135_white,Player 4135_black
 C80,2595,2560, 1/2-1/2,35,C20 - C99,Player 4136_white,Player 4136_black
 B77,2570,2460, 1-0,110,B20 - B99,Player 4137_white,Player 4137_black
 C72,2595,2480, 1-0,115,C20 - C99,Player 4138_white,Player 4138_black
 C16,2570,2505, 1-0,65,C00 - C19,Player 4139_white,Player 4139_black
 B91,2470,2570, 1/2-1/2,-100,B20 - B99,Player 4140_white,Player 4140_black
 B99,2485,2570, 0-1,-85,B20 - B99,Player 4141_white,Player 4141_black
 B99,2635,2570, 1-0,65,B20 - B99,Player 4142_white,Player 4142_black
 E14,2610,2570, 1-0,40,E00 - E59,Player 4143_white,Player 4143_black
 E17,2545,2595, 1/2-1/2,-50,E00 - E59,Player 4144_white,Player 4144_black
 B57,2595,2505, 1-0,90,B20 - B99,Player 4145_white,Player 4145_black
 A56,2490,2595, 0-1,-105,A50 - A79,Player 4146_white,Player 4146_black
 E38,2545,2560, 1-0,-15,E00 - E59,Player 4147_white,Player 4147_black
 B92,2440,2560, 1/2-1/2,-120,B20 - B99,Player 4148_white,Player 4148_black
 B93,2560,2600, 1/2-1/2,-40,B20 - B99,Player 4149_white,Player 4149_black
 C19,2560,2600, 1/2-1/2,-40,C00 - C19,Player 4150_white,Player 4150_black
 C11,2565,2515, 1/2-1/2,50,C00 - C19,Player 4151_white,Player 4151_black
 B09,2565,2600, 1-0,-35,B00 - B09,Player 4152_white,Player 4152_black
 A30,2515,2565, 1/2-1/2,-50,A00 - A39,Player 4153_white,Player 4153_black
 A04,2525,2560, 1/2-1/2,-35,A00 - A39,Player 4154_white,Player 4154_black
 E10,2495,2560, 0-1,-65,E00 - E59,Player 4155_white,Player 4155_black
 B93,2585,2565, 1/2-1/2,20,B20 - B99,Player 4156_white,Player 4156_black
 A46,2445,2565, 0-1,-120,A45 - A49,Player 4157_white,Player 4157_black
 C11,2565,2620, 1/2-1/2,-55,C00 - C19,Player 4158_white,Player 4158_black
 A01,2630,2570, 1-0,60,A00 - A39,Player 4159_white,Player 4159_black
 C71,2560,2575, 0-1,-15,C20 - C99,Player 4160_white,Player 4160_black
 B82,2545,2535, 0-1,10,B20 - B99,Player 4161_white,Player 4161_black
 B01,2545,2480, 1/2-1/2,65,B00 - B09,Player 4162_white,Player 4162_black
 B57,2560,2550, 1-0,10,B20 - B99,Player 4163_white,Player 4163_black
 B91,2555,2545, 0-1,10,B20 - B99,Player 4164_white,Player 4164_black
 A46,2415,2545, 1-0,-130,A45 - A49,Player 4165_white,Player 4165_black
 B57,2545,2685, 0-1,-140,B20 - B99,Player 4166_white,Player 4166_black
 E15,2595,2580, 1/2-1/2,15,E00 - E59,Player 4167_white,Player 4167_black
 B50,2565,2615, 1/2-1/2,-50,B20 - B99,Player 4168_white,Player 4168_black
 B09,2565,2615, 1/2-1/2,-50,B00 - B09,Player 4169_white,Player 4169_black
 B57,2580,2545, 0-1,35,B20 - B99,Player 4170_white,Player 4170_black
 E12,2570,2580, 1/2-1/2,-10,E00 - E59,Player 4171_white,Player 4171_black
 B23,2565,2565, 0-1,0,B20 - B99,Player 4172_white,Player 4172_black
 B46,2565,2585, 1/2-1/2,-20,B20 - B99,Player 4173_white,Player 4173_black
 A04,2480,2580, 0-1,-100,A00 - A39,Player 4174_white,Player 4174_black
 C80,2565,2485, 1/2-1/2,80,C20 - C99,Player 4175_white,Player 4175_black
 A46,2535,2580, 1-0,-45,A45 - A49,Player 4176_white,Player 4176_black
 B06,2580,2535, 1/2-1/2,45,B00 - B09,Player 4177_white,Player 4177_black
 B90,2525,2580, 1/2-1/2,-55,B20 - B99,Player 4178_white,Player 4178_black
 B36,2565,2470, 1/2-1/2,95,B20 - B99,Player 4179_white,Player 4179_black
 A45,2600,2565, 1-0,35,A45 - A49,Player 4180_white,Player 4180_black
 E32,2590,2605, 0-1,-15,E00 - E59,Player 4181_white,Player 4181_black
 C78,2605,2605, 1/2-1/2,0,C20 - C99,Player 4182_white,Player 4182_black
 B47,2605,2600, 1/2-1/2,5,B20 - B99,Player 4183_white,Player 4183_black
 A30,2510,2605, 1/2-1/2,-95,A00 - A39,Player 4184_white,Player 4184_black
 B22,2495,2605, 0-1,-110,B20 - B99,Player 4185_white,Player 4185_black
 B53,2605,2590, 1-0,15,B20 - B99,Player 4186_white,Player 4186_black
 C11,2605,2585, 1-0,20,C00 - C19,Player 4187_white,Player 4187_black
 B53,2585,2605, 0-1,-20,B20 - B99,Player 4188_white,Player 4188_black
 B23,2590,2630, 1-0,-40,B20 - B99,Player 4189_white,Player 4189_black
 B92,2805,2590, 1-0,215,B20 - B99,Player 4190_white,Player 4190_black
 E44,2555,2605, 1-0,-50,E00 - E59,Player 4191_white,Player 4191_black
 B90,2630,2605, 1/2-1/2,25,B20 - B99,Player 4192_white,Player 4192_black
 B90,2655,2605, 1-0,50,B20 - B99,Player 4193_white,Player 4193_black
 B90,2515,2590, 1/2-1/2,-75,B20 - B99,Player 4194_white,Player 4194_black
 B53,2565,2575, 1-0,-10,B20 - B99,Player 4195_white,Player 4195_black
 B90,2575,2730, 1/2-1/2,-155,B20 - B99,Player 4196_white,Player 4196_black
 C72,2575,2590, 1/2-1/2,-15,C20 - C99,Player 4197_white,Player 4197_black
 E32,2485,2595, 1/2-1/2,-110,E00 - E59,Player 4198_white,Player 4198_black
 B06,2595,2410, 0-1,185,B00 - B09,Player 4199_white,Player 4199_black
 B30,2595,2670, 0-1,-75,B20 - B99,Player 4200_white,Player 4200_black
 C92,2575,2475, 1-0,100,C20 - C99,Player 4201_white,Player 4201_black
 E10,2545,2575, 1/2-1/2,-30,E00 - E59,Player 4202_white,Player 4202_black
 B23,2515,2575, 1-0,-60,B20 - B99,Player 4203_white,Player 4203_black
 B52,2595,2575, 1/2-1/2,20,B20 - B99,Player 4204_white,Player 4204_black
 B33,2575,2765, 1/2-1/2,-190,B20 - B99,Player 4205_white,Player 4205_black
 B01,2570,2540, 1/2-1/2,30,B00 - B09,Player 4206_white,Player 4206_black
 B93,2430,2570, 0-1,-140,B20 - B99,Player 4207_white,Player 4207_black
 B53,2490,2575, 0-1,-85,B20 - B99,Player 4208_white,Player 4208_black
 B07,2575,2495, 1/2-1/2,80,B00 - B09,Player 4209_white,Player 4209_black
 C42,2575,2510, 1/2-1/2,65,C20 - C99,Player 4210_white,Player 4210_black
 B92,2575,2645, 1/2-1/2,-70,B20 - B99,Player 4211_white,Player 4211_black
 B43,2590,2505, 1-0,85,B20 - B99,Player 4212_white,Player 4212_black
 B92,2520,2590, 1/2-1/2,-70,B20 - B99,Player 4213_white,Player 4213_black
 C89,2605,2520, 1/2-1/2,85,C20 - C99,Player 4214_white,Player 4214_black
 B92,2510,2605, 0-1,-95,B20 - B99,Player 4215_white,Player 4215_black
 A04,2505,2605, 1/2-1/2,-100,A00 - A39,Player 4216_white,Player 4216_black
 C96,2605,2545, 1/2-1/2,60,C20 - C99,Player 4217_white,Player 4217_black
 E10,2345,2590, 0-1,-245,E00 - E59,Player 4218_white,Player 4218_black
 B52,2520,2605, 1/2-1/2,-85,B20 - B99,Player 4219_white,Player 4219_black
 B27,2312,2610, 0-1,-298,B20 - B99,Player 4220_white,Player 4220_black
 B52,2553,2610, 1/2-1/2,-57,B20 - B99,Player 4221_white,Player 4221_black
 B53,2670,2610, 0-1,60,B20 - B99,Player 4222_white,Player 4222_black
 A30,2533,2610, 1/2-1/2,-77,A00 - A39,Player 4223_white,Player 4223_black
 C11,2598,2394, 1/2-1/2,204,C00 - C19,Player 4224_white,Player 4224_black
 B47,2598,2573, 0-1,25,B20 - B99,Player 4225_white,Player 4225_black
 C12,2598,2611, 1-0,-13,C00 - C19,Player 4226_white,Player 4226_black
 C42,2598,2586, 1/2-1/2,12,C20 - C99,Player 4227_white,Player 4227_black
 C12,2567,2484, 1/2-1/2,83,C00 - C19,Player 4228_white,Player 4228_black
 B32,2567,2533, 1/2-1/2,34,B20 - B99,Player 4229_white,Player 4229_black
 A46,2541,2567, 1/2-1/2,-26,A45 - A49,Player 4230_white,Player 4230_black
 C78,2545,2546, 1/2-1/2,-1,C20 - C99,Player 4231_white,Player 4231_black
 E20,2325,2552, 0-1,-227,E00 - E59,Player 4232_white,Player 4232_black
 C14,2535,2494, 1-0,41,C00 - C19,Player 4233_white,Player 4233_black
 E44,2643,2551, 1/2-1/2,92,E00 - E59,Player 4234_white,Player 4234_black
 B46,2551,2542, 0-1,9,B20 - B99,Player 4235_white,Player 4235_black
 A04,2453,2537, 0-1,-84,A00 - A39,Player 4236_white,Player 4236_black
 B57,2536,2451, 1-0,85,B20 - B99,Player 4237_white,Player 4237_black
 B55,2592,2536, 1/2-1/2,56,B20 - B99,Player 4238_white,Player 4238_black
 C92,2553,2654, 0-1,-101,C20 - C99,Player 4239_white,Player 4239_black
 C78,2523,2518, 1-0,5,C20 - C99,Player 4240_white,Player 4240_black
 B06,2523,2441, 1-0,82,B00 - B09,Player 4241_white,Player 4241_black
 C42,2542,2619, 1/2-1/2,-77,C20 - C99,Player 4242_white,Player 4242_black
 A40,2635,2537, 1/2-1/2,98,A40 - A44,Player 4243_white,Player 4243_black
 B33,2550,2516, 1/2-1/2,34,B20 - B99,Player 4244_white,Player 4244_black
 C96,2549,2605, 1/2-1/2,-56,C20 - C99,Player 4245_white,Player 4245_black
 A04,2425,2555, 1/2-1/2,-130,A00 - A39,Player 4246_white,Player 4246_black
 C18,2547,2635, 1-0,-88,C00 - C19,Player 4247_white,Player 4247_black
 E35,2571,2560, 1/2-1/2,11,E00 - E59,Player 4248_white,Player 4248_black
 B33,2559,2419, 1-0,140,B20 - B99,Player 4249_white,Player 4249_black
 C89,2540,2667, 1/2-1/2,-127,C20 - C99,Player 4250_white,Player 4250_black
 B99,2669,2552, 1-0,117,B20 - B99,Player 4251_white,Player 4251_black
 C92,2549,2506, 1/2-1/2,43,C20 - C99,Player 4252_white,Player 4252_black
 E81,2633,2617, 1/2-1/2,16,E60 - E99,Player 4253_white,Player 4253_black
 D31,2633,2490, 1-0,143,D00 - D69,Player 4254_white,Player 4254_black
 E81,2657,2649, 0-1,8,E60 - E99,Player 4255_white,Player 4255_black
 D23,2657,2588, 1/2-1/2,69,D00 - D69,Player 4256_white,Player 4256_black
 D25,2657,2631, 1/2-1/2,26,D00 - D69,Player 4257_white,Player 4257_black
 D10,2541,2657, 0-1,-116,D00 - D69,Player 4258_white,Player 4258_black
 B33,2664,2670, 0-1,-6,B20 - B99,Player 4259_white,Player 4259_black
 D02,2515,2670, 1/2-1/2,-155,D00 - D69,Player 4260_white,Player 4260_black
 D34,2688,2531, 1-0,157,D00 - D69,Player 4261_white,Player 4261_black
 B53,2515,2688, 0-1,-173,B20 - B99,Player 4262_white,Player 4262_black
 E35,2688,2574, 1/2-1/2,114,E00 - E59,Player 4263_white,Player 4263_black
 B53,2564,2688, 1/2-1/2,-124,B20 - B99,Player 4264_white,Player 4264_black
 B53,2560,2688, 1/2-1/2,-128,B20 - B99,Player 4265_white,Player 4265_black
 D20,2688,2530, 1/2-1/2,158,D00 - D69,Player 4266_white,Player 4266_black
 B22,2617,2668, 1/2-1/2,-51,B20 - B99,Player 4267_white,Player 4267_black
 D12,2660,2529, 1-0,131,D00 - D69,Player 4268_white,Player 4268_black
 D12,2631,2660, 0-1,-29,D00 - D69,Player 4269_white,Player 4269_black
 E39,2660,2530, 1-0,130,E00 - E59,Player 4270_white,Player 4270_black
 B22,2602,2662, 1/2-1/2,-60,B20 - B99,Player 4271_white,Player 4271_black
 D31,2662,2563, 1-0,99,D00 - D69,Player 4272_white,Player 4272_black
 B33,2563,2662, 1/2-1/2,-99,B20 - B99,Player 4273_white,Player 4273_black
 D12,2662,2544, 1-0,118,D00 - D69,Player 4274_white,Player 4274_black
 D12,2662,2588, 1-0,74,D00 - D69,Player 4275_white,Player 4275_black
 E32,2655,2653, 1/2-1/2,2,E00 - E59,Player 4276_white,Player 4276_black
 D15,2541,2655, 0-1,-114,D00 - D69,Player 4277_white,Player 4277_black
 B23,2509,2655, 0-1,-146,B20 - B99,Player 4278_white,Player 4278_black
 B30,2573,2650, 1/2-1/2,-77,B20 - B99,Player 4279_white,Player 4279_black
 E77,2650,2605, 1/2-1/2,45,E60 - E99,Player 4280_white,Player 4280_black
 E33,2660,2646, 1/2-1/2,14,E00 - E59,Player 4281_white,Player 4281_black
 E32,2653,2609, 1/2-1/2,44,E00 - E59,Player 4282_white,Player 4282_black
 D12,2491,2655, 1/2-1/2,-164,D00 - D69,Player 4283_white,Player 4283_black
 E34,2655,2584, 1/2-1/2,71,E00 - E59,Player 4284_white,Player 4284_black
 B33,2749,2660, 1/2-1/2,89,B20 - B99,Player 4285_white,Player 4285_black
 A41,2649,2624, 1/2-1/2,25,A40 - A44,Player 4286_white,Player 4286_black
 D30,2481,2649, 0-1,-168,D00 - D69,Player 4287_white,Player 4287_black
 D02,2476,2649, 0-1,-173,D00 - D69,Player 4288_white,Player 4288_black
 D10,2607,2649, 1/2-1/2,-42,D00 - D69,Player 4289_white,Player 4289_black
 D82,2694,2629, 1/2-1/2,65,D70 - D99,Player 4290_white,Player 4290_black
 D20,2703,2602, 1-0,101,D00 - D69,Player 4291_white,Player 4291_black
 A00,2430,2350, 1-0,80,A00 - A39,Player 4292_white,Player 4292_black
 A00,2430,2555, 0-1,-125,A00 - A39,Player 4293_white,Player 4293_black
 A00,2545,2480, 0-1,65,A00 - A39,Player 4294_white,Player 4294_black
 A00,2545,2460, 1-0,85,A00 - A39,Player 4295_white,Player 4295_black
 A00,2550,2270, 1-0,280,A00 - A39,Player 4296_white,Player 4296_black
 A00,2540,2490, 1-0,50,A00 - A39,Player 4297_white,Player 4297_black
 A00,2430,2615, 0-1,-185,A00 - A39,Player 4298_white,Player 4298_black
 A00,2500,2485, 1/2-1/2,15,A00 - A39,Player 4299_white,Player 4299_black
 A00,2406,2247, 0-1,159,A00 - A39,Player 4300_white,Player 4300_black
 A00,2416,2640, 1-0,-224,A00 - A39,Player 4301_white,Player 4301_black
 A00,2448,2471, 0-1,-23,A00 - A39,Player 4302_white,Player 4302_black
 A00,2509,2524, 1/2-1/2,-15,A00 - A39,Player 4303_white,Player 4303_black
 A00,2384,2414, 1/2-1/2,-30,A00 - A39,Player 4304_white,Player 4304_black
 A00,2741,2729, 1/2-1/2,12,A00 - A39,Player 4305_white,Player 4305_black
 A00,2543,2535, 1-0,8,A00 - A39,Player 4306_white,Player 4306_black
 A00,2722,2724, 0-1,-2,A00 - A39,Player 4307_white,Player 4307_black
 A84,2470,2515, 0-1,-45,A80 - A99,Player 4308_white,Player 4308_black
 A84,2495,2405, 0-1,90,A80 - A99,Player 4309_white,Player 4309_black
 A84,2470,2505, 0-1,-35,A80 - A99,Player 4310_white,Player 4310_black
 A84,2400,2300, 1/2-1/2,100,A80 - A99,Player 4311_white,Player 4311_black
 A84,2580,2555, 1/2-1/2,25,A80 - A99,Player 4312_white,Player 4312_black
 A84,2400,2450, 1/2-1/2,-50,A80 - A99,Player 4313_white,Player 4313_black
 A84,2510,2480, 1-0,30,A80 - A99,Player 4314_white,Player 4314_black
 A84,2460,2460, 1-0,0,A80 - A99,Player 4315_white,Player 4315_black
 A84,2540,2455, 0-1,85,A80 - A99,Player 4316_white,Player 4316_black
 A10,2510,2550, 0-1,-40,A00 - A39,Player 4317_white,Player 4317_black
 A84,2705,2610, 1-0,95,A80 - A99,Player 4318_white,Player 4318_black
 A84,2605,2550, 1/2-1/2,55,A80 - A99,Player 4319_white,Player 4319_black
 A10,2530,2495, 1-0,35,A00 - A39,Player 4320_white,Player 4320_black
 A84,2415,2490, 1/2-1/2,-75,A80 - A99,Player 4321_white,Player 4321_black
 A84,2540,2625, 1/2-1/2,-85,A80 - A99,Player 4322_white,Player 4322_black
 A84,2555,2475, 1-0,80,A80 - A99,Player 4323_white,Player 4323_black
 A84,2447,2458, 1/2-1/2,-11,A80 - A99,Player 4324_white,Player 4324_black
 A84,2557,2507, 1/2-1/2,50,A80 - A99,Player 4325_white,Player 4325_black
 A84,2443,2473, 0-1,-30,A80 - A99,Player 4326_white,Player 4326_black
 A84,2627,2553, 1/2-1/2,74,A80 - A99,Player 4327_white,Player 4327_black
 A84,2471,2487, 1-0,-16,A80 - A99,Player 4328_white,Player 4328_black
 A84,2648,2555, 1/2-1/2,93,A80 - A99,Player 4329_white,Player 4329_black
 A84,2598,2523, 0-1,75,A80 - A99,Player 4330_white,Player 4330_black
 A84,2625,2527, 1-0,98,A80 - A99,Player 4331_white,Player 4331_black
 A84,2786,2686, 0-1,100,A80 - A99,Player 4332_white,Player 4332_black
 A84,2527,2670, 1/2-1/2,-143,A80 - A99,Player 4333_white,Player 4333_black
 A90,2355,2365, 0-1,-10,A80 - A99,Player 4334_white,Player 4334_black
 A10,2625,2465, 1-0,160,A00 - A39,Player 4335_white,Player 4335_black
 A40,2485,2475, 1/2-1/2,10,A40 - A44,Player 4336_white,Player 4336_black
 A40,2570,2445, 1/2-1/2,125,A40 - A44,Player 4337_white,Player 4337_black
 A40,2525,2475, 1-0,50,A40 - A44,Player 4338_white,Player 4338_black
 A40,2425,2395, 0-1,30,A40 - A44,Player 4339_white,Player 4339_black
 A40,2590,2615, 1-0,-25,A40 - A44,Player 4340_white,Player 4340_black
 A40,2510,2530, 1-0,-20,A40 - A44,Player 4341_white,Player 4341_black
 A81,2570,2505, 1-0,65,A80 - A99,Player 4342_white,Player 4342_black
 A40,2320,2420, 1/2-1/2,-100,A40 - A44,Player 4343_white,Player 4343_black
 A81,2580,2485, 1/2-1/2,95,A80 - A99,Player 4344_white,Player 4344_black
 A40,2555,2490, 1/2-1/2,65,A40 - A44,Player 4345_white,Player 4345_black
 A40,2505,2390, 1-0,115,A40 - A44,Player 4346_white,Player 4346_black
 A40,2480,2475, 1/2-1/2,5,A40 - A44,Player 4347_white,Player 4347_black
 A40,2475,2390, 1/2-1/2,85,A40 - A44,Player 4348_white,Player 4348_black
 A40,2470,2500, 1/2-1/2,-30,A40 - A44,Player 4349_white,Player 4349_black
 A40,2405,2485, 1-0,-80,A40 - A44,Player 4350_white,Player 4350_black
 A40,2390,2595, 1/2-1/2,-205,A40 - A44,Player 4351_white,Player 4351_black
 A40,2460,2525, 0-1,-65,A40 - A44,Player 4352_white,Player 4352_black
 A40,2455,2410, 1-0,45,A40 - A44,Player 4353_white,Player 4353_black
 A40,2605,2510, 1-0,95,A40 - A44,Player 4354_white,Player 4354_black
 A40,2465,2465, 1-0,0,A40 - A44,Player 4355_white,Player 4355_black
 A81,2530,2430, 1/2-1/2,100,A80 - A99,Player 4356_white,Player 4356_black
 A40,2550,2580, 0-1,-30,A40 - A44,Player 4357_white,Player 4357_black
 A40,2565,2485, 1-0,80,A40 - A44,Player 4358_white,Player 4358_black
 A13,2520,2525, 1/2-1/2,-5,A00 - A39,Player 4359_white,Player 4359_black
 A40,2560,2615, 0-1,-55,A40 - A44,Player 4360_white,Player 4360_black
 A40,2475,2455, 1/2-1/2,20,A40 - A44,Player 4361_white,Player 4361_black
 A40,2405,2495, 0-1,-90,A40 - A44,Player 4362_white,Player 4362_black
 A40,2390,2470, 1/2-1/2,-80,A40 - A44,Player 4363_white,Player 4363_black
 A40,2600,2610, 0-1,-10,A40 - A44,Player 4364_white,Player 4364_black
 A81,2515,2455, 1-0,60,A80 - A99,Player 4365_white,Player 4365_black
